Date,Startup,Industry,Locations,Investors,Type,Turnover
2016-04-13,Legal Raasta,Consumer Internet,New-Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed,10
2016-04-13,Raincan,Consumer Internet,Pune,Dr Aniruddha Malpani,Seed,2
2016-04-13,Hippily,Ecommerce,Mumbai,"Dr Sridhar Ramaswamy, Rakesh Mathur",Seed,2
2016-04-13,Kredx,Ecommerce,Bangalore,"Prime Venture Partners,",Seed,8
2016-04-14,Beaconstalk,Tech,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed,1
2016-04-15,Renew Buy,Consumer Internet,New-Delhi,Mount Nathan Advisors,Seed,10
2016-04-15,Vymo,Consumer Internet,New-Delhi,Naturals Salon Chain,Private,150
2016-04-15,Nestaway,Consumer Internet,Bangalore,Tiger Global,Private,300
2016-04-15,Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed,2
2016-04-18,Jugnoo,Consumer Internet,Chandigarh,Paytm  Existing Investors,Private,100
2016-04-19,Betaout,Ecommerce,Noida,"Stanford Angels, Letsventure, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private,15
2016-04-19,Driverscart,Consumer Internet,Chennai,Ah Ventures,Seed,4
2016-04-19,Collegedekho,Consumer Internet,New-Delhi,Man Capital,Private,20
2016-04-20,1Mg,Ecommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private,150
2016-04-22,Licious,Ecommerce,Bangalore,Mayfield India Ii Management Ltd,Private,30
2016-04-22,Toko Innovation,Consumer Internet,New-Delhi,Indian Angel Network,Seed,4
2016-04-25,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed,2
2016-04-25,Dropkaffe,Food Beverages,Bangalore,"Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed,6
2016-04-26,Transerv,Consumer Internet,Mumbai,"Idfc Spice Fund, Micromax Informatics",Private,150
2016-04-26,Cleartax,Consumer Internet,Bangalore,"Max Levchin, Scott Banister",Private,13
2016-04-26,Roposo,Ecommerce,Gurgaon,Bertelsmann India Investments,Private,150
2016-04-27,Milkbasket,Consumer Internet,Gurgaon,Evc Ventures,Seed,5
2016-04-27,Ichr,Consumer Internet,New-Delhi,Undisclosed,Seed,4
2016-04-28,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures  Other Unnamed Investors,Seed,6
2016-04-28,Docsapp,Consumer Internet,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private,12
2016-04-29,Impact Guru,Consumer Internet,Mumbai,"Rb Investments, Fundnel",Seed,5
2016-04-29,Letreach,Ecommerce,New-Delhi,Vcommission,Private,1
2016-03-02,Momark,Consumer Internet,Noida,Yournest Angel Fund,Private,6
2016-03-02,Systemantics,Tech,Bangalore,"Nandan Nilekani, Accel Partners",Private,14
2016-03-03,Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private,10
2016-03-03,Shouut,Consumer Internet,New-Delhi,Undisclosed Investor,Seed,5
2016-03-04,Aahaa Stores,Ecommerce,Chennai,"Yournest Angel Fund,",Private,10
2016-03-04,Ftcash,Consumer Internet,Kolkata,Ivycap Ventures,Seed,2
2016-03-04,Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta  Others",Seed,1
2016-03-04,Medecube,Health Care,Gurgaon,Artiman Ventures,Private,40
2016-03-07,Now,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed,5
2016-03-07,Ninjacart,Ecommerce,Bangalore,"Accel Partners, Qualcomm Ventures, Ms Partners, Zop Smart",Private,30
2016-03-07,Reach,Consumer Internet,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed,5
2016-03-07,Vanity Cube,Consumer Internet,New-Delhi,Unicorn Ventures,Seed,2
2016-03-07,Medidaili,Consumer Internet,Bangalore,Undisclosed Private Investors,Seed,1
2016-03-08,Lovecycles,Consumer Internet,Bangalore,Prime Venture Partners,Seed,8
2016-03-08,Kartrocket,Ecommerce,New-Delhi,"Undisclosed Japanese Investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private,80
2016-03-08,Dunzo,Consumer Internet,Bangalore,"Aspada Investment Advisors, Blume Ventures",Seed,6
2016-03-09,Smartvizx,Tech,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,5
2016-03-09,Mygubbi,Real Estate,Bangalore,"Vipul Parekh, Ajesh K Murthy,",Seed,25
2016-03-09,Nukkad Shops,Consumer Internet,Hyderabad,Purpletalk Inc,Seed,10
2016-03-09,Justride,Consumer Internet,Mumbai,Dheeraj Jain  Other Angel Investors,Seed,4
2016-03-10,Big Fish Ventures,Food Beverages,New-Delhi,Undisclosed Investors,Private,111
2016-03-10,Icertis,Tech,"Pune, Seattle","Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private,150
